Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,SymbolYahoo
AAPL,APPLE INC,Information Technology,Equity,"787,946,502.00",4.15,"787,946,502.00","3,681,993.00",214.00,United States,NASDAQ,USD,1.00,USD,-,AAPL
NVDA,NVIDIA CORP,Information Technology,Equity,"714,866,735.91",3.77,"714,866,735.91","5,980,647.00",119.53,United States,NASDAQ,USD,1.00,USD,-,NVDA
MSFT,MICROSOFT CORP,Information Technology,Equity,"670,198,094.80",3.53,"670,198,094.80","1,724,204.00",388.70,United States,NASDAQ,USD,1.00,USD,-,MSFT
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,"452,317,949.40",2.38,"452,317,949.40","2,310,810.00",195.74,United States,NASDAQ,USD,1.00,USD,-,AMZN
META,META PLATFORMS INC CLASS A,Communication,Equity,"321,956,210.30",1.70,"321,956,210.30","532,247.00",604.90,United States,NASDAQ,USD,1.00,USD,-,META
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"235,066,624.87",1.24,"235,066,624.87","1,430,803.00",164.29,United States,NASDAQ,USD,1.00,USD,-,GOOGL
AVGO,BROADCOM INC,Information Technology,Equity,"211,440,561.00",1.11,"211,440,561.00","1,087,098.00",194.50,United States,NASDAQ,USD,1.00,USD,-,AVGO
GOOG,ALPHABET INC CLASS C,Communication,Equity,"202,308,426.35",1.07,"202,308,426.35","1,214,555.00",166.57,United States,NASDAQ,USD,1.00,USD,-,GOOG
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,"168,571,876.11",0.89,"168,571,876.11","322,311.00",523.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BRK-B
TSLA,TESLA INC,Consumer Discretionary,Equity,"167,870,119.07",0.88,"167,870,119.07","705,307.00",238.01,United States,NASDAQ,USD,1.00,USD,-,TSLA
JPM,JPMORGAN CHASE & CO,Financials,Equity,"163,715,208.71",0.86,"163,715,208.71","699,847.00",233.93,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,JPM
LLY,ELI LILLY,Health Care,Equity,"162,644,321.52",0.86,"162,644,321.52","197,202.00",824.76,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,LLY
V,VISA INC CLASS A,Financials,Equity,"140,750,203.25",0.74,"140,750,203.25","420,715.00",334.55,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,V
XOM,EXXON MOBIL CORP,Energy,Equity,"122,477,656.32",0.65,"122,477,656.32","1,076,632.00",113.76,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,XOM
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"112,206,144.06",0.59,"112,206,144.06","224,853.00",499.02,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,UNH
MA,MASTERCARD INC CLASS A,Financials,Equity,"105,893,141.49",0.56,"105,893,141.49","199,051.00",531.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MA
NFLX,NETFLIX INC,Communication,Equity,"99,345,491.44",0.52,"99,345,491.44","104,572.00",950.02,United States,NASDAQ,USD,1.00,USD,-,NFLX
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,"99,298,194.52",0.52,"99,298,194.52","108,332.00",916.61,United States,NASDAQ,USD,1.00,USD,-,COST
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"97,041,945.92",0.51,"97,041,945.92","571,642.00",169.76,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PG
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"95,359,918.20",0.50,"95,359,918.20","585,605.00",162.84,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,JNJ
WMT,WALMART INC,Consumer Staples,Equity,"94,284,503.80",0.50,"94,284,503.80","1,078,030.00",87.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WMT
ABBV,ABBVIE INC,Health Care,Equity,"92,479,678.47",0.49,"92,479,678.47","431,201.00",214.47,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ABBV
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"85,824,822.02",0.45,"85,824,822.02","242,354.00",354.13,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,HD
BAC,BANK OF AMERICA CORP,Financials,Equity,"70,952,904.96",0.37,"70,952,904.96","1,712,184.00",41.44,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BAC
ASML,ASML HOLDING NV,Information Technology,Equity,"70,177,054.75",0.37,"70,177,054.75","97,166.00",722.23,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,ASML.AS
KO,COCA-COLA,Consumer Staples,Equity,"69,800,954.00",0.37,"69,800,954.00","995,450.00",70.12,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,KO
CVX,CHEVRON CORP,Energy,Equity,"66,773,980.16",0.35,"66,773,980.16","420,703.00",158.72,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CVX
CRM,SALESFORCE INC,Information Technology,Equity,"65,321,260.25",0.34,"65,321,260.25","232,667.00",280.75,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CRM
ORCL,ORACLE CORP,Information Technology,Equity,"62,971,300.78",0.33,"62,971,300.78","408,878.00",154.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ORCL
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,"59,034,559.92",0.31,"59,034,559.92","969,528.00",60.89,United States,NASDAQ,USD,1.00,USD,-,CSCO
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,"58,808,085.67",0.31,"58,808,085.67","377,677.00",155.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PM
MRK,MERCK & CO INC,Health Care,Equity,"58,605,528.93",0.31,"58,605,528.93","618,267.00",94.79,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MRK
WFC,WELLS FARGO,Financials,Equity,"58,271,779.72",0.31,"58,271,779.72","822,583.00",70.84,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WFC
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"56,874,992.13",0.30,"56,874,992.13","224,829.00",252.97,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,IBM
ABT,ABBOTT LABORATORIES,Health Care,Equity,"54,061,283.80",0.28,"54,061,283.80","423,545.00",127.64,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ABT
GE,GE AEROSPACE,Industrials,Equity,"53,691,088.74",0.28,"53,691,088.74","265,758.00",202.03,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GE
LIN,LINDE PLC,Materials,Equity,"53,369,722.33",0.28,"53,369,722.33","115,943.00",460.31,United States,NASDAQ,USD,1.00,USD,-,LIN
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"52,913,577.75",0.28,"52,913,577.75","174,075.00",303.97,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MCD
PEP,PEPSICO INC,Consumer Staples,Equity,"49,898,160.06",0.26,"49,898,160.06","329,709.00",151.34,United States,NASDAQ,USD,1.00,USD,-,PEP
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,"49,383,173.07",0.26,"49,383,173.07","151,617.00",325.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ACN
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,"48,255,063.75",0.25,"48,255,063.75","92,875.00",519.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TMO
T,AT&T INC,Communication,Equity,"46,328,461.03",0.24,"46,328,461.03","1,726,741.00",26.83,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,T
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,"44,900,345.80",0.24,"44,900,345.80","514,028.00",87.35,United States,NASDAQ,USD,1.00,USD,-,PLTR
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,"44,487,818.10",0.23,"44,487,818.10","1,019,194.00",43.65,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,VZ
MC,LVMH,Consumer Discretionary,Equity,"44,154,092.54",0.23,"44,154,092.54","66,309.00",665.88,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,MC.PA
DIS,WALT DISNEY,Communication,Equity,"43,644,078.72",0.23,"43,644,078.72","439,252.00",99.36,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DIS
QCOM,QUALCOMM INC,Information Technology,Equity,"42,869,841.30",0.23,"42,869,841.30","271,414.00",157.95,United States,NASDAQ,USD,1.00,USD,-,QCOM
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"42,743,116.00",0.23,"42,743,116.00","87,445.00",488.80,United States,NASDAQ,USD,1.00,USD,-,ISRG
RTX,RTX CORP,Industrials,Equity,"42,723,324.95",0.23,"42,723,324.95","323,539.00",132.05,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,RTX
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"42,667,099.92",0.22,"42,667,099.92","77,388.00",551.34,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GS
ADBE,ADOBE INC,Information Technology,Equity,"42,667,881.64",0.22,"42,667,881.64","106,846.00",399.34,United States,NASDAQ,USD,1.00,USD,-,ADBE
NOW,SERVICENOW INC,Information Technology,Equity,"42,512,331.62",0.22,"42,512,331.62","50,434.00",842.93,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,NOW
AMGN,AMGEN INC,Health Care,Equity,"41,591,453.61",0.22,"41,591,453.61","131,133.00",317.17,United States,NASDAQ,USD,1.00,USD,-,AMGN
INTU,INTUIT INC,Information Technology,Equity,"41,221,654.82",0.22,"41,221,654.82","68,462.00",602.11,United States,NASDAQ,USD,1.00,USD,-,INTU
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"41,171,748.91",0.22,"41,171,748.91","393,649.00",104.59,United States,NASDAQ,USD,1.00,USD,-,AMD
PGR,PROGRESSIVE CORP,Financials,Equity,"41,025,617.50",0.22,"41,025,617.50","140,875.00",291.22,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PGR
CAT,CATERPILLAR INC,Industrials,Equity,"40,519,235.84",0.21,"40,519,235.84","118,256.00",342.64,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CAT
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"39,636,137.87",0.21,"39,636,137.87","220,213.00",179.99,United States,NASDAQ,USD,1.00,USD,-,TXN
SPGI,S&P GLOBAL INC,Financials,Equity,"38,415,652.94",0.20,"38,415,652.94","77,722.00",494.27,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SPGI
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"37,511,065.80",0.20,"37,511,065.80","8,220.00","4,563.39",United States,NASDAQ,USD,1.00,USD,-,BKNG
AXP,AMERICAN EXPRESS,Financials,Equity,"37,137,987.36",0.20,"37,137,987.36","140,472.00",264.38,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AXP
PFE,PFIZER INC,Health Care,Equity,"36,033,506.20",0.19,"36,033,506.20","1,383,244.00",26.05,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PFE
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"36,002,567.00",0.19,"36,002,567.00","364,030.00",98.90,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BSX
NEE,NEXTERA ENERGY INC,Utilities,Equity,"35,899,386.62",0.19,"35,899,386.62","497,842.00",72.11,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,NEE
MS,MORGAN STANLEY,Financials,Equity,"35,051,106.24",0.18,"35,051,106.24","297,144.00",117.96,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MS
UNP,UNION PACIFIC CORP,Industrials,Equity,"34,850,057.90",0.18,"34,850,057.90","146,515.00",237.86,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,UNP
BLK,BLACKROCK INC,Financials,Equity,"34,584,758.00",0.18,"34,584,758.00","36,101.00",958.00,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BLK
GILD,GILEAD SCIENCES INC,Health Care,Equity,"34,253,332.50",0.18,"34,253,332.50","305,125.00",112.26,United States,NASDAQ,USD,1.00,USD,-,GILD
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,"33,650,789.13",0.18,"33,650,789.13","462,681.00",72.73,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,UBER
TTE,TOTALENERGIES,Energy,Equity,"33,635,467.40",0.18,"33,635,467.40","535,143.00",62.85,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,TTE.PA
DHR,DANAHER CORP,Health Care,Equity,"33,581,445.60",0.18,"33,581,445.60","157,956.00",212.60,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DHR
TMUS,T MOBILE US INC,Communication,Equity,"33,503,651.92",0.18,"33,503,651.92","128,776.00",260.17,United States,NASDAQ,USD,1.00,USD,-,TMUS
CMCSA,COMCAST CORP CLASS A,Communication,Equity,"33,466,683.25",0.18,"33,466,683.25","936,131.00",35.75,United States,NASDAQ,USD,1.00,USD,-,CMCSA
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"33,335,367.66",0.18,"33,335,367.66","158,423.00",210.42,United States,NASDAQ,USD,1.00,USD,-,HON
SU,SCHNEIDER ELECTRIC,Industrials,Equity,"33,010,946.05",0.17,"33,010,946.05","130,932.00",252.12,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,SU.PA
C,CITIGROUP INC,Financials,Equity,"32,446,215.10",0.17,"32,446,215.10","463,915.00",69.94,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,C
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"32,393,081.76",0.17,"32,393,081.76","63,051.00",513.76,United States,NASDAQ,USD,1.00,USD,-,VRTX
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"32,257,596.14",0.17,"32,257,596.14","414,782.00",77.77,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SCHW
SAN,SANOFI SA,Health Care,Equity,"31,952,737.23",0.17,"31,952,737.23","272,105.00",117.43,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,SAN.PA
SYK,STRYKER CORP,Health Care,Equity,"31,660,373.81",0.17,"31,660,373.81","84,769.00",373.49,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SYK
COP,CONOCOPHILLIPS,Energy,Equity,"31,625,890.56",0.17,"31,625,890.56","318,296.00",99.36,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,COP
TJX,TJX INC,Consumer Discretionary,Equity,"31,401,613.04",0.17,"31,401,613.04","274,202.00",114.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TJX
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"31,303,035.85",0.16,"31,303,035.85","138,601.00",225.85,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,LOW
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"31,173,616.50",0.16,"31,173,616.50","200,525.00",155.46,United States,NASDAQ,USD,1.00,USD,-,AMAT
FI,FISERV INC,Financials,Equity,"31,030,642.08",0.16,"31,030,642.08","142,238.00",218.16,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FI
DE,DEERE,Industrials,Equity,"30,254,921.40",0.16,"30,254,921.40","62,724.00",482.35,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DE
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"29,656,240.00",0.16,"29,656,240.00","160,304.00",185.00,United States,NASDAQ,USD,1.00,USD,-,PANW
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"29,516,699.73",0.16,"29,516,699.73","492,027.00",59.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BMY
BA,BOEING,Industrials,Equity,"29,457,347.40",0.16,"29,457,347.40","182,004.00",161.85,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BA
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"29,430,226.56",0.16,"29,430,226.56","99,232.00",296.58,United States,NASDAQ,USD,1.00,USD,-,ADP
MDT,MEDTRONIC PLC,Health Care,Equity,"29,078,525.00",0.15,"29,078,525.00","311,500.00",93.35,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MDT
ETN,EATON PLC,Industrials,Equity,"28,991,814.20",0.15,"28,991,814.20","97,540.00",297.23,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ETN
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"27,861,868.65",0.15,"27,861,868.65","270,215.00",103.11,United States,NASDAQ,USD,1.00,USD,-,MU
CB,CHUBB LTD,Financials,Equity,"27,525,262.20",0.14,"27,525,262.20","92,553.00",297.40,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CB
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"27,262,654.64",0.14,"27,262,654.64","275,158.00",99.08,United States,NASDAQ,USD,1.00,USD,-,SBUX
MMC,MARSH & MCLENNAN INC,Financials,Equity,"27,120,972.04",0.14,"27,120,972.04","116,444.00",232.91,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MMC
INTC,INTEL CORPORATION CORP,Information Technology,Equity,"26,907,937.21",0.14,"26,907,937.21","1,047,409.00",25.69,United States,NASDAQ,USD,1.00,USD,-,INTC
AI,LAIR LIQUIDE SOCIETE ANONYME POUR,Materials,Equity,"26,658,108.60",0.14,"26,658,108.60","135,229.00",197.13,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,AI.PA
AIR,AIRBUS GROUP,Industrials,Equity,"26,056,715.92",0.14,"26,056,715.92","139,326.00",187.02,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,AIR.PA
ADI,ANALOG DEVICES INC,Information Technology,Equity,"25,980,756.48",0.14,"25,980,756.48","122,736.00",211.68,United States,NASDAQ,USD,1.00,USD,-,ADI
BX,BLACKSTONE INC,Financials,Equity,"25,906,277.34",0.14,"25,906,277.34","175,303.00",147.78,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BX
PLD,PROLOGIS REIT INC,Real Estate,Equity,"25,893,995.48",0.14,"25,893,995.48","226,267.00",114.44,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PLD
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"24,692,552.58",0.13,"24,692,552.58","315,318.00",78.31,United States,NASDAQ,USD,1.00,USD,-,LRCX
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"24,646,292.70",0.13,"24,646,292.70","418,443.00",58.90,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MO
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"24,334,892.01",0.13,"24,334,892.01","52,041.00",467.61,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,LMT
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"24,223,689.48",0.13,"24,223,689.48","113,892.00",212.69,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AMT
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"24,115,623.54",0.13,"24,115,623.54","56,006.00",430.59,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ELV
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"23,913,276.22",0.13,"23,913,276.22","138,371.00",172.82,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ICE
SO,SOUTHERN,Utilities,Equity,"23,661,270.90",0.12,"23,661,270.90","261,335.00",90.54,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SO
MELI,MERCADOLIBRE INC,Consumer Discretionary,Equity,"23,588,139.08",0.12,"23,588,139.08","11,198.00","2,106.46",United States,NASDAQ,USD,1.00,USD,-,MELI
KLAC,KLA CORP,Information Technology,Equity,"23,376,748.05",0.12,"23,376,748.05","32,545.00",718.29,United States,NASDAQ,USD,1.00,USD,-,KLAC
WELL,WELLTOWER INC,Real Estate,Equity,"22,821,049.98",0.12,"22,821,049.98","150,873.00",151.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WELL
CME,CME GROUP INC CLASS A,Financials,Equity,"22,653,383.10",0.12,"22,653,383.10","85,945.00",263.58,United States,NASDAQ,USD,1.00,USD,-,CME
OR,LOREAL SA,Consumer Staples,Equity,"22,565,751.07",0.12,"22,565,751.07","56,849.00",396.94,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,OR.PA
SAF,SAFRAN SA,Industrials,Equity,"22,527,461.76",0.12,"22,527,461.76","81,593.00",276.09,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,SAF.PA
DUK,DUKE ENERGY CORP,Utilities,Equity,"22,374,616.05",0.12,"22,374,616.05","185,205.00",120.81,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DUK
GEV,GE VERNOVA INC,Industrials,Equity,"22,309,039.84",0.12,"22,309,039.84","67,204.00",331.96,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GEV
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,"22,228,499.30",0.12,"22,228,499.30","37,205.00",597.46,Sweden,New York Stock Exchange Inc.,USD,1.00,USD,-,SPOT
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"22,174,964.54",0.12,"22,174,964.54","260,606.00",85.09,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ANET
WM,WASTE MANAGEMENT INC,Industrials,Equity,"22,173,222.30",0.12,"22,173,222.30","97,170.00",228.19,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WM
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,"21,902,204.22",0.12,"21,902,204.22","60,034.00",364.83,United States,NASDAQ,USD,1.00,USD,-,CRWD
PDD,PDD HOLDINGS ADS INC,Consumer Discretionary,Equity,"21,831,406.30",0.11,"21,831,406.30","169,367.00",128.90,China,NASDAQ,USD,1.00,USD,-,PDD
CI,CIGNA,Health Care,Equity,"21,490,444.80",0.11,"21,490,444.80","67,836.00",316.80,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CI
BNP,BNP PARIBAS SA,Financials,Equity,"21,321,278.03",0.11,"21,321,278.03","250,575.00",85.09,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,BNP.PA
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"21,095,888.00",0.11,"21,095,888.00","286,240.00",73.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,NKE
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"20,918,363.84",0.11,"20,918,363.84","321,376.00",65.09,United States,NASDAQ,USD,1.00,USD,-,MDLZ
MCK,MCKESSON CORP,Health Care,Equity,"20,743,249.25",0.11,"20,743,249.25","31,657.00",655.25,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MCK
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"20,707,842.06",0.11,"20,707,842.06","175,401.00",118.06,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,UPS
RMS,HERMES INTERNATIONAL,Consumer Discretionary,Equity,"20,572,198.29",0.11,"20,572,198.29","7,577.00","2,715.07",France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,RMS.PA
MMM,3M,Industrials,Equity,"20,556,798.54",0.11,"20,556,798.54","134,174.00",153.21,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MMM
CVS,CVS HEALTH CORP,Health Care,Equity,"20,246,337.15",0.11,"20,246,337.15","303,771.00",66.65,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CVS
EL,ESSILORLUXOTTICA SA,Health Care,Equity,"20,188,913.92",0.11,"20,188,913.92","70,127.00",287.89,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EL.PA
EQIX,EQUINIX REIT INC,Real Estate,Equity,"20,123,943.75",0.11,"20,123,943.75","23,475.00",857.25,United States,NASDAQ,USD,1.00,USD,-,EQIX
SHW,SHERWIN WILLIAMS,Materials,Equity,"20,040,791.00",0.11,"20,040,791.00","58,556.00",342.25,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SHW
AJG,ARTHUR J GALLAGHER,Financials,Equity,"19,927,123.02",0.10,"19,927,123.02","60,543.00",329.14,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AJG
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"19,582,877.90",0.10,"19,582,877.90","31,505.00",621.58,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PH
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"19,549,898.97",0.10,"19,549,898.97","14,503.00","1,347.99",United States,NASDAQ,USD,1.00,USD,"Jan 01, 1970",ORLY
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"19,485,592.56",0.10,"19,485,592.56","55,524.00",350.94,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TT
CS,AXA SA,Financials,Equity,"18,860,790.48",0.10,"18,860,790.48","439,873.00",42.88,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,CS.PA
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"18,819,286.56",0.10,"18,819,286.56","294,696.00",63.86,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,APH
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"18,650,092.56",0.10,"18,650,092.56","13,724.00","1,358.94",United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TDG
AON,AON PLC CLASS A,Financials,Equity,"18,565,294.32",0.10,"18,565,294.32","47,484.00",390.98,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AON
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"18,227,005.01",0.10,"18,227,005.01","110,353.00",165.17,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ZTS
ITW,ILLINOIS TOOL INC,Industrials,Equity,"18,203,415.23",0.10,"18,203,415.23","71,071.00",256.13,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ITW
MCO,MOODYS CORP,Financials,Equity,"18,164,465.14",0.10,"18,164,465.14","40,046.00",453.59,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MCO
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"17,734,577.22",0.09,"17,734,577.22","26,141.00",678.42,United States,NASDAQ,USD,1.00,USD,-,REGN
CTAS,CINTAS CORP,Industrials,Equity,"17,696,844.58",0.09,"17,696,844.58","90,674.00",195.17,United States,NASDAQ,USD,1.00,USD,-,CTAS
KKR,KKR AND CO INC,Financials,Equity,"17,660,402.88",0.09,"17,660,402.88","152,666.00",115.68,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,KKR
WMB,WILLIAMS INC,Energy,Equity,"17,445,589.03",0.09,"17,445,589.03","298,777.00",58.39,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WMB
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"17,172,203.88",0.09,"17,172,203.88","40,732.00",421.59,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MSI
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"17,089,673.29",0.09,"17,089,673.29","188,399.00",90.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CL
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"17,052,827.95",0.09,"17,052,827.95","66,845.00",255.11,United States,NASDAQ,USD,1.00,USD,-,CDNS
EOG,EOG RESOURCES INC,Energy,Equity,"16,938,987.02",0.09,"16,938,987.02","137,069.00",123.58,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,EOG
PRX,PROSUS NV CLASS N,Consumer Discretionary,Equity,"16,895,613.62",0.09,"16,895,613.62","348,896.00",48.43,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,PRX.AS
